ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-8.796,0.1101,4.9843,-8.5543,0.0858,4.7945,0.0339,-0.0353,-0.0115,1.0E-4,6.0E-4,-7.0E-4,20.0,15.28,-24.82,-38.81,132.8,-0.51,60.74,3.1,1004.01,51.141,35.77236,-78.6786,229.78,NaN,,0.0,24.467743,,13 / 21,40011,2018-03-09 17:31:45:395
-8.8056,0.0502,4.9507,-8.5547,0.0856,4.7937,0.023,0.028,-0.0123,-5.0E-4,0.0,-7.0E-4,19.0,15.45,-25.0,-39.26,132.8,-0.51,60.73,3.1,1004.01,47.749,35.77236,-78.6786,229.78,NaN,,0.0,24.467743,,12 / 21,40512,2018-03-09 17:31:45:896
-8.796,0.1388,4.9412,-8.5546,0.0857,4.794,0.0057,0.0,-0.0067,-3.0E-4,2.0E-4,1.0E-4,19.0,15.77,-24.33,-38.8,132.15,-0.48,60.74,3.1,1004.0,47.255,35.77236,-78.6786,229.78,NaN,,0.0,24.467743,,12 / 21,41013,2018-03-09 17:31:46:397
-8.8654,0.0168,4.9675,-8.5551,0.0849,4.7931,0.0246,-0.0024,-0.0064,-5.0E-4,0.0,-7.0E-4,19.0,15.47,-25.04,-39.0,132.8,-0.5,60.74,3.1,1004.01,47.87,35.77236,-78.6786,229.78,NaN,,0.0,24.467743,,12 / 21,41511,2018-03-09 17:31:46:895
-8.8176,0.1172,4.946,-8.556,0.0858,4.7914,7.0E-4,-0.0033,-0.0187,1.0E-4,2.0E-4,-3.0E-4,18.0,15.55,-25.48,-38.84,133.32,-0.49,60.74,3.1,1004.01,65.428,35.77236,-78.6786,229.78,NaN,,0.0,24.467743,,12 / 21,42011,2018-03-09 17:31:47:395
-8.8678,0.0239,4.9531,-8.5552,0.0831,4.7929,0.0156,-0.0165,-0.0167,5.0E-4,-4.0E-4,1.0E-4,17.0,15.57,-25.22,-39.06,133.31,-0.51,60.75,3.1,1004.0,59.201,35.77236,-78.6786,229.78,NaN,,0.0,24.467743,,12 / 21,42513,2018-03-09 17:31:47:897
-8.796,0.1268,4.9077,-8.5567,0.0879,4.7902,-0.0178,0.0113,0.0179,1.0E-4,-2.0E-4,7.0E-4,17.0,15.53,-25.26,-38.78,133.33,-0.49,60.74,3.1,1004.01,49.977,35.77236,-78.6786,229.78,NaN,,0.0,24.467743,,12 / 21,43012,2018-03-09 17:31:48:396
-8.8534,0.0526,4.9555,-8.5556,0.0813,4.7921,0.0055,-0.0281,-0.0101,5.0E-4,0.0,-5.0E-4,17.0,14.95,-25.79,-38.66,133.95,-0.47,60.75,3.1,1004.01,53.13,35.77236,-78.6786,229.78,NaN,,0.0,24.467743,,12 / 21,43512,2018-03-09 17:31:48:896
-8.8128,0.1292,4.9579,-8.5564,0.085,4.7907,-0.0104,0.0102,-0.0127,-1.0E-4,-6.0E-4,1.0E-4,17.0,15.2,-25.84,-38.58,133.95,-0.47,60.75,3.1,1004.01,50.358,35.77236,-78.6786,229.78,NaN,,0.0,24.467743,,12 / 21,44014,2018-03-09 17:31:49:398
-8.9133,0.0,4.9723,-8.5551,0.0827,4.7931,0.0035,-0.0224,0.0027,3.0E-4,-2.0E-4,5.0E-4,18.0,15.1,-25.44,-38.93,132.81,-0.48,60.74,3.1,1004.01,47.938,35.77236,-78.6786,229.78,NaN,,0.0,24.467743,,12 / 21,44512,2018-03-09 17:31:49:896
-8.7817,0.134,4.9244,-8.5551,0.0819,4.793,-0.0209,0.0022,0.0128,-1.0E-4,-8.0E-4,1.0E-4,17.0,16.06,-25.13,-38.72,133.33,-0.49,60.74,3.1,1004.03,55.21,35.77236,-78.6786,229.78,NaN,,0.0,24.467743,,12 / 21,45011,2018-03-09 17:31:50:395
-8.8893,0.0598,4.9986,-8.5555,0.084,4.7923,0.008,-0.0238,0.0062,-3.0E-4,-2.0E-4,-3.0E-4,17.0,15.68,-25.8,-38.75,134.46,-0.5,60.73,3.1,1004.01,54.188,35.77236,-78.6786,229.78,NaN,,0.0,24.467743,,12 / 21,45512,2018-03-09 17:31:50:896
-8.8271,0.0885,4.9364,-8.5549,0.0839,4.7935,-0.0075,0.0019,0.0139,-1.0E-4,2.0E-4,-3.0E-4,17.0,15.06,-25.06,-38.99,132.81,-0.49,60.75,3.1,1004.01,49.716,35.77236,-78.6786,229.78,NaN,,0.0,24.467743,,12 / 21,46012,2018-03-09 17:31:51:396
-8.8152,0.1412,4.9244,-8.5556,0.0836,4.7923,0.0293,0.0013,-0.0263,1.0E-4,-4.0E-4,-3.0E-4,17.0,14.95,-26.03,-38.29,134.9,-0.49,60.74,3.1,1004.02,40.305,35.77236,-78.6786,229.78,NaN,,0.0,24.467743,,12 / 21,46512,2018-03-09 17:31:51:896
-8.8558,0.0335,4.9771,-8.555,0.0838,4.7932,-0.0022,-0.0021,0.0076,-1.0E-4,0.0,3.0E-4,17.0,15.64,-25.07,-39.3,133.33,-0.48,60.74,3.1,1004.03,43.328,35.77236,-78.6786,229.78,NaN,,0.0,24.467743,,12 / 21,47012,2018-03-09 17:31:52:396
-8.8295,0.1196,4.9747,-8.5544,0.0828,4.7944,-0.0011,0.0093,4.0E-4,-5.0E-4,2.0E-4,-1.0E-4,17.0,15.49,-25.19,-39.03,132.82,-0.47,60.73,3.1,1004.03,46.558,35.77236,-78.6786,229.78,NaN,,0.0,24.467743,,12 / 21,47512,2018-03-09 17:31:52:896
-8.863,0.0144,4.9819,-8.554,0.0847,4.795,0.0098,-0.0014,-0.0035,-3.0E-4,0.0,3.0E-4,17.0,14.73,-25.71,-38.84,133.95,-0.49,60.72,3.1,1004.02,47.036,35.77236,-78.6786,229.78,NaN,,0.0,24.467743,,12 / 21,48012,2018-03-09 17:31:53:396
-8.796,0.0981,4.9053,-8.5528,0.0846,4.7972,-0.001,0.0146,0.0148,1.0E-4,-2.0E-4,-3.0E-4,17.0,15.39,-25.46,-38.53,132.82,-0.49,60.72,3.1,1004.03,47.059,35.77236,-78.6786,229.78,NaN,,0.0,24.467743,,12 / 21,48512,2018-03-09 17:31:53:896
-8.8558,0.0981,5.0082,-8.5539,0.0851,4.7951,0.0086,0.0014,-0.0094,1.0E-4,-4.0E-4,1.0E-4,17.0,15.6,-25.15,-39.2,133.78,-0.48,60.72,3.1,1004.02,47.312,35.77236,-78.6786,229.78,NaN,,0.0,24.467743,,12 / 21,49012,2018-03-09 17:31:54:396
-8.8463,0.0144,4.9699,-8.5526,0.0824,4.7976,0.0093,-0.0055,0.0029,-1.0E-4,-8.0E-4,-1.0E-4,17.0,15.24,-25.45,-38.85,132.83,-0.48,60.71,3.1,1004.03,49.864,35.77236,-78.6786,229.78,NaN,,0.0,24.467743,,12 / 21,49512,2018-03-09 17:31:54:896
-8.808,0.1077,4.9125,-8.5525,0.0848,4.7978,0.0157,0.0017,-0.0106,1.0E-4,-2.0E-4,-1.0E-4,17.0,15.56,-25.67,-38.68,134.49,-0.49,60.7,3.1,1004.01,50.845,35.77236,-78.6786,229.78,NaN,,0.0,24.467743,,12 / 21,50011,2018-03-09 17:31:55:395
-8.8295,0.1244,4.9579,-8.5519,0.0842,4.7987,0.0156,-0.0137,0.0038,-1.0E-4,-4.0E-4,1.0E-4,17.0,21.44,-25.84,-31.6,144.24,-0.5,60.71,3.1,1004.01,50.168,35.77236,-78.6786,229.78,NaN,,0.0,24.467743,,12 / 21,50514,2018-03-09 17:31:55:898
-8.8367,0.0168,5.0034,-8.5529,0.0859,4.7969,0.0112,-0.0066,-4.0E-4,-5.0E-4,2.0E-4,-7.0E-4,17.0,18.07,-26.97,-35.04,140.92,-0.46,60.7,3.1,1004.03,56.701,35.77236,-78.6786,229.78,NaN,,0.0,24.467743,,12 / 21,51011,2018-03-09 17:31:56:395
-8.7266,0.1412,4.9819,-8.5504,0.0829,4.8014,0.0442,-0.0076,-0.0276,3.0E-4,-0.001,7.0E-4,18.0,25.36,-29.34,-29.24,155.51,-0.5,60.71,3.1,1004.01,51.964,35.77236,-78.6786,229.78,NaN,,0.0,24.467743,,12 / 21,51512,2018-03-09 17:31:56:896
-8.9204,0.0838,4.8718,-8.552,0.085,4.7987,-0.0545,-0.0105,-0.1042,-1.0E-4,0.0016,1.0E-4,17.0,21.65,-27.83,-33.25,147.23,-0.49,60.4,3.1,1004.03,50.505,35.77236,-78.6786,229.78,NaN,,0.0,24.467743,,12 / 21,52012,2018-03-09 17:31:57:396
-8.6501,0.1125,5.3623,-8.4776,0.086,4.9288,0.188,0.0148,0.2825,-1.0E-4,-0.0026,9.0E-4,17.0,21.79,-27.95,-32.88,144.16,-0.5,60.54,3.1,1004.01,52.085,35.77236,-78.6786,229.78,NaN,,0.0,24.467743,,12 / 21,52512,2018-03-09 17:31:57:896
-8.6213,0.0502,5.3886,-8.3577,0.0909,5.1295,0.0672,-0.0278,0.1217,1.0E-4,-0.0022,-0.0015,17.0,24.12,-25.34,-31.11,150.4,-0.53,58.68,3.1,1004.02,53.934,35.77236,-78.6786,229.78,NaN,,0.0,24.467743,,12 / 21,53012,2018-03-09 17:31:58:396
-8.6333,-0.1436,5.3456,-8.3051,-0.0394,5.2148,-0.0053,-0.0661,0.0228,-0.0361,0.0016,0.0203,18.0,21.37,-26.58,-33.52,147.0,0.23,57.88,3.1,1004.03,53.231,35.77236,-78.6786,229.78,NaN,,0.0,24.467743,,12 / 21,53511,2018-03-09 17:31:58:895
-8.7051,-0.28,5.123,-8.344,-0.0609,5.1521,-0.051,-0.0957,-0.1409,-0.086,0.0043,0.0418,18.0,27.72,-27.96,-26.88,163.88,0.25,58.13,3.1,1004.03,55.229,35.77236,-78.6786,229.78,NaN,,0.0,24.467743,,12 / 21,54011,2018-03-09 17:31:59:395
-8.7195,-0.0215,5.1757,-8.3993,-0.0434,5.0616,-0.0636,0.0577,-0.0701,-0.1573,-0.0014,0.0891,18.0,24.7,-25.85,-29.74,154.13,0.31,58.79,3.1,1004.02,54.303,35.772354,-78.67859,232.58,NaN,,1.12,14.680644,239.8,12 / 21,54512,2018-03-09 17:31:59:896
-8.607,0.2991,5.3719,-8.422,-0.004,5.0239,0.0875,0.395,0.1826,-0.206,-0.0018,0.1213,10.0,22.25,-27.71,-31.31,151.42,0.23,59.15,3.1,1004.02,52.875,35.772354,-78.67859,232.58,NaN,,1.12,14.680644,239.8,12 / 21,55012,2018-03-09 17:32:00:396
-8.6859,0.268,5.3432,-8.3983,0.1356,5.0618,-0.0197,0.1556,0.0874,-0.2304,0.0045,0.1349,24.0,22.25,-26.77,-32.47,148.86,-0.59,58.99,3.1,1004.01,53.506,35.772354,-78.67859,232.58,NaN,,1.12,14.680644,239.8,12 / 21,55512,2018-03-09 17:32:00:896
-8.5208,0.2943,5.1876,-8.3848,0.2365,5.0804,0.0883,0.0968,-0.0536,-0.2526,-2.0E-4,0.1341,44.0,18.2,-25.43,-38.29,136.27,-1.27,58.79,3.1,1004.02,54.263,35.772354,-78.67859,232.58,NaN,,1.12,14.680644,239.8,12 / 21,56012,2018-03-09 17:32:01:396
-8.7314,0.5408,5.3767,-8.3534,0.323,5.127,-0.1408,0.1648,0.0599,-0.2624,0.001,0.1563,19.0,17.91,-24.33,-39.95,132.87,-1.72,58.46,3.1,1004.03,53.806,35.772354,-78.67859,232.58,NaN,,1.12,14.680644,239.8,12 / 21,56511,2018-03-09 17:32:01:895
-8.5807,0.6221,5.3551,-8.3357,0.3652,5.153,-0.0137,0.1802,0.0518,-0.2842,0.0114,0.1648,9.0,21.4,-20.45,-38.81,129.98,-2.06,58.37,3.1,1004.02,53.293,35.772354,-78.67859,232.58,NaN,,1.12,14.680644,239.8,12 / 21,57012,2018-03-09 17:32:02:396
-8.6955,0.5312,5.2164,-8.3411,0.4167,5.1403,-0.0564,0.0809,0.002,-0.2878,0.0016,0.1783,8.0,19.94,-18.85,-44.19,122.65,-2.44,58.36,3.1,1004.02,54.386,35.77235,-78.67861,232.43,NaN,,4.14,14.680644,276.5,12 / 21,57512,2018-03-09 17:32:02:896
-8.7386,0.7753,5.1685,-8.3434,0.6297,5.1148,-0.067,0.1251,-0.1143,-0.2939,0.0167,0.166,8.0,20.26,-20.84,-41.05,127.61,-3.24,58.33,3.1,1004.01,57.072,35.77235,-78.67861,232.43,NaN,,4.14,14.680644,276.5,12 / 21,58011,2018-03-09 17:32:03:395
-8.7721,0.9236,4.7665,-8.3967,0.6913,5.0188,-0.124,0.2634,-0.3021,-0.2699,0.0147,0.1589,8.0,17.72,-15.6,-42.34,116.5,-4.01,59.13,3.1,1004.01,55.914,35.772327,-78.67863,229.76,NaN,,4.72,14.680644,255.8,12 / 21,58512,2018-03-09 17:32:03:896
-9.1143,0.9404,4.3334,-8.5365,0.7677,4.7654,-0.3733,0.1457,-0.6256,-0.1978,0.0027,0.1074,8.0,16.64,-14.97,-41.72,113.54,-4.42,60.25,3.1,1004.01,54.519,35.772327,-78.67863,229.76,NaN,,4.72,14.680644,255.8,12 / 21,59012,2018-03-09 17:32:04:396
-9.1095,0.7968,4.4195,-8.6992,0.7863,4.4583,-0.141,-0.101,-0.1762,-0.1019,6.0E-4,0.0624,9.0,13.84,-13.41,-43.12,108.04,-4.68,62.57,3.1,1004.0,56.112,35.7723,-78.67863,222.99,NaN,,4.14,14.680644,238.6,12 / 21,59512,2018-03-09 17:32:04:896
-9.0664,0.7466,4.386,-8.7765,0.7277,4.3143,-0.0304,-0.0826,-0.0692,-0.0268,0.0,0.0152,9.0,11.46,-10.25,-46.18,101.83,-4.48,63.53,3.1,1004.01,56.667,35.7723,-78.67863,222.99,NaN,,4.14,14.680644,238.6,12 / 21,60011,2018-03-09 17:32:05:395
-8.5735,0.3972,5.1135,-8.7507,0.6425,4.3799,0.3113,-0.4677,0.459,-0.0011,-0.0047,0.0038,9.0,11.73,-11.9,-44.52,105.93,-3.76,63.41,3.1,1004.01,66.85,35.772278,-78.67864,222.96,NaN,,3.96,14.680644,238.2,12 / 21,60512,2018-03-09 17:32:05:896
-8.8271,0.335,4.8431,-8.7037,0.5594,4.4836,0.1364,-0.2597,0.1287,-0.0022,0.0018,-0.0017,10.0,16.12,-9.23,-42.02,103.17,-3.36,62.76,3.1,1004.02,56.575,35.772278,-78.67864,222.96,NaN,,3.96,14.680644,238.2,12 / 21,61012,2018-03-09 17:32:06:396
-9.2076,0.5695,4.2951,-8.6601,0.4602,4.5783,-0.2756,0.156,-0.4283,0.0321,0.0096,-0.0148,10.0,11.33,-9.16,-47.35,101.64,-2.69,62.14,3.1,1004.03,52.743,35.772266,-78.67864,217.57,NaN,,2.81,19.574192,238.1,12 / 21,61511,2018-03-09 17:32:06:895
-9.1525,0.3206,4.453,-8.7693,0.4378,4.3679,-0.0043,-0.2429,0.0726,0.0703,-0.0094,-0.0541,9.0,14.7,-10.25,-43.02,104.85,-2.73,63.55,3.1,1004.01,60.277,35.772266,-78.67864,217.57,NaN,,2.81,19.574192,238.1,12 / 21,62013,2018-03-09 17:32:07:397
-9.0951,-0.0191,4.6229,-8.7664,0.2214,4.39,-0.0024,-0.2284,0.0293,0.0638,-2.0E-4,-0.0372,9.0,13.85,-11.54,-44.26,108.54,-1.61,63.41,3.1,1004.01,60.372,35.772266,-78.678635,218.46,NaN,,0.94,14.680644,238.1,12 / 21,62512,2018-03-09 17:32:07:896
-9.119,0.012,4.5894,-8.7421,0.17,4.4403,0.0193,-0.1152,0.0267,0.0198,-0.0094,-0.0166,9.0,11.79,-12.89,-47.43,108.72,-1.12,63.16,3.1,1004.02,57.861,35.772266,-78.678635,218.46,NaN,,0.94,14.680644,238.1,12 / 21,63012,2018-03-09 17:32:08:396
-9.2195,0.012,3.9386,-8.7492,0.0844,4.4289,-0.1571,0.0354,-0.3358,-0.0313,0.0043,0.0032,346.0,14.42,-12.65,-48.06,109.18,-0.53,63.05,3.1,1004.0,61.745,35.772278,-78.67863,221.38,NaN,,3.28,14.680644,34.9,12 / 21,63511,2018-03-09 17:32:08:895
-9.1334,0.2058,4.0463,-8.7819,0.1067,4.3632,-0.207,0.2124,-0.3973,-0.063,0.0014,0.0243,11.0,13.7,-10.78,-50.4,105.69,-0.34,63.38,3.1,1003.99,57.161,35.772278,-78.67863,221.38,NaN,,3.28,14.680644,34.9,12 / 21,64012,2018-03-09 17:32:09:396
-9.1334,0.3398,4.3334,-8.8238,0.0916,4.2782,0.1897,0.2845,-0.1591,-0.0803,0.0075,0.0406,7.0,11.23,-10.61,-46.66,105.98,-0.51,64.08,3.1,1004.01,59.142,35.77229,-78.67862,223.46,NaN,,4.64,14.680644,33.4,12 / 21,64511,2018-03-09 17:32:09:895
-9.0473,-0.0215,4.13,-8.8304,0.0435,4.2653,0.0446,-0.1863,-0.189,-0.0661,-0.0098,0.0475,28.0,14.51,-9.32,-41.58,105.86,-0.23,64.13,3.1,1003.99,58.529,35.77229,-78.67862,223.46,NaN,,4.64,14.680644,33.4,12 / 21,65012,2018-03-09 17:32:10:396
-8.942,0.3876,4.5177,-8.826,0.1197,4.2728,0.2858,0.4199,-0.2018,-0.0632,-0.0193,0.016,197.0,10.45,-7.57,-46.92,101.38,-0.7,64.17,3.1,1004.01,56.291,35.772305,-78.67861,225.83,NaN,,8.86,14.680644,17.7,12 / 21,65512,2018-03-09 17:32:10:896
-9.0305,-0.1053,4.7115,-8.7824,0.1287,4.3616,0.0331,-0.2292,0.1545,-0.0176,-0.0053,-0.0089,34.0,12.3,-8.73,-48.63,102.53,-0.72,63.8,3.1,1004.0,56.376,35.772305,-78.67861,225.83,NaN,,8.86,14.680644,17.7,12 / 21,66011,2018-03-09 17:32:11:395
-9.1573,0.1914,4.599,-8.7725,0.1333,4.3813,-0.0239,0.0015,0.051,-0.0066,0.0016,0.0123,15.0,12.47,-8.5,-46.03,101.93,-0.81,63.42,3.1,1004.01,56.293,35.772335,-78.67861,223.22,NaN,,9.76,14.680644,13.5,12 / 21,66512,2018-03-09 17:32:11:896
-8.9874,0.4164,5.0871,-8.7676,0.2125,4.388,0.0942,0.317,0.5132,0.0052,0.0183,0.0066,23.0,14.13,-9.96,-46.1,105.0,-1.14,63.36,3.1,1004.01,63.615,35.772335,-78.67861,223.22,NaN,,9.76,14.680644,13.5,12 / 21,67012,2018-03-09 17:32:12:396
-9.2865,0.6413,4.5799,-8.827,0.224,4.2666,-0.1687,0.2524,0.1188,0.0388,0.011,0.0251,10.0,10.22,-9.18,-48.88,101.98,-1.08,64.08,3.1,1004.01,61.877,35.772366,-78.67859,224.46,NaN,,12.46,14.680644,12.4,12 / 21,67513,2018-03-09 17:32:12:897
-8.8869,0.2536,4.4076,-8.8191,0.2174,4.2833,0.2129,0.2309,0.1254,0.026,4.0E-4,0.003,13.0,7.95,-7.94,-46.83,100.83,-1.19,64.14,3.1,1004.02,58.257,35.772366,-78.67859,224.46,NaN,,12.46,14.680644,12.4,12 / 21,68012,2018-03-09 17:32:13:396
-8.4275,0.5647,4.5368,-8.7706,0.2497,4.38,0.606,0.3536,0.0578,0.0168,0.0049,-0.0015,3.0,12.72,-7.91,-47.7,100.95,-1.41,63.51,3.1,1004.01,60.223,35.772408,-78.67858,225.79,NaN,,17.14,14.680644,11.4,14 / 21,68511,2018-03-09 17:32:13:895
-8.6285,0.7155,5.1757,-8.7404,0.267,4.4389,0.6457,0.5043,0.1803,0.0296,-0.0332,-0.004,11.0,10.98,-8.24,-48.68,100.43,-1.56,63.08,3.1,1004.02,61.919,35.772408,-78.67858,225.79,NaN,,17.14,14.680644,11.4,14 / 21,69011,2018-03-09 17:32:14:395
-8.5448,0.256,5.5035,-8.5997,0.2433,4.7071,0.3827,0.1613,0.757,0.0264,-0.0383,-0.0233,8.0,13.81,-7.7,-43.28,102.98,-1.42,61.64,3.1,1004.03,62.434,35.772453,-78.67857,225.74,NaN,,17.17,19.574192,12.0,14 / 21,69513,2018-03-09 17:32:14:897
-8.9133,0.1603,6.1232,-8.5805,0.2756,4.7402,0.5158,0.1374,0.4233,0.0215,0.0226,-0.006,26.0,17.1,-9.05,-43.39,105.2,-1.61,61.08,3.1,1004.02,60.802,35.772453,-78.67857,225.74,NaN,,17.17,19.574192,12.0,14 / 21,70012,2018-03-09 17:32:15:396
-7.9992,0.4235,5.9198,-8.513,0.2622,4.8611,0.8017,0.0661,0.8137,-5.0E-4,-0.0265,-0.0064,2.0,15.52,-11.95,-44.89,109.39,-1.5,60.69,3.1,1004.03,54.874,35.77249,-78.67856,226.54,NaN,,13.75,44.041935,12.7,14 / 21,70513,2018-03-09 17:32:15:897
-7.8676,0.3206,6.6305,-8.3682,0.2659,5.1061,0.8635,0.0421,1.3737,0.0033,-0.0232,0.005,6.0,14.94,-11.05,-42.17,109.73,-1.55,58.61,3.1,1004.06,61.477,35.77249,-78.67856,226.54,NaN,,13.75,44.041935,12.7,14 / 21,71012,2018-03-09 17:32:16:396
-8.6166,0.1747,4.8072,-8.3523,0.2451,5.1331,0.0303,-0.0202,-0.4891,-0.0146,0.0273,0.0172,4.0,12.76,-9.77,-45.8,105.85,-1.38,58.15,3.1,1004.07,52.51,35.772526,-78.67855,232.35,NaN,,12.96,44.041935,13.5,14 / 21,71512,2018-03-09 17:32:16:896
-8.8869,-0.7059,4.8957,-8.3753,0.0973,5.1005,-0.2116,-0.9071,-0.368,-0.0923,0.0033,0.0535,5.0,8.83,-7.74,-49.72,101.4,-0.57,58.66,3.1,1004.03,60.065,35.772526,-78.67855,232.35,NaN,,12.96,44.041935,13.5,14 / 21,72011,2018-03-09 17:32:17:395
-8.9324,-1.3926,5.4556,-8.3825,-0.0778,5.089,-0.109,-1.1173,0.0551,-0.2298,0.0171,0.1563,16.0,10.3,-6.87,-48.65,100.41,-0.02,58.78,3.1,1004.03,63.893,35.772552,-78.67854,230.53,NaN,,10.98,44.041935,14.5,14 / 21,72512,2018-03-09 17:32:17:896
-8.7888,-1.1892,5.1685,-8.4886,-0.3735,4.8965,-0.0156,-0.5502,-0.0124,-0.3114,0.011,0.1642,2.0,11.11,-3.83,-45.68,98.67,2.18,60.02,3.1,1004.05,65.206,35.772552,-78.67854,230.53,NaN,,10.98,44.041935,14.5,14 / 21,73011,2018-03-09 17:32:18:395
-8.7721,-1.2491,5.324,-8.5424,-0.4676,4.7936,0.1044,-0.7256,0.4062,-0.342,0.0039,0.219,1.0,14.05,-1.65,-43.48,96.69,2.74,60.62,3.1,1004.04,61.73,35.772575,-78.67854,230.67,NaN,,9.97,48.935486,13.9,14 / 21,73512,2018-03-09 17:32:18:896
-8.8247,-1.1079,5.4772,-8.5358,-0.6854,4.7792,0.0642,-0.3963,0.4822,-0.3658,0.0224,0.1986,5.0,15.53,2.27,-38.35,90.45,3.86,60.54,3.1,1004.04,63.196,35.772575,-78.67854,230.67,NaN,,9.97,48.935486,13.9,14 / 21,74012,2018-03-09 17:32:19:396
-8.5663,-0.8686,5.2451,-8.5607,-0.6774,4.7355,0.1546,-0.0891,0.4365,-0.3292,0.0177,0.1901,7.0,11.33,3.62,-39.85,86.12,3.91,61.42,3.1,1004.03,62.879,35.7726,-78.67854,227.94,NaN,,10.15,44.041935,3.2,13 / 21,74512,2018-03-09 17:32:19:896
-8.4634,-0.201,4.9866,-8.5323,-0.5638,4.8012,0.3001,0.3901,0.0383,-0.2927,0.0059,0.186,7.0,15.04,7.42,-35.93,77.85,3.42,60.49,3.1,1004.03,62.372,35.7726,-78.67854,227.94,NaN,,10.15,44.041935,3.2,13 / 21,75011,2018-03-09 17:32:20:395
-8.6333,-0.5767,5.2188,-8.5419,-0.5158,4.7896,0.1652,-0.0291,0.3388,-0.2298,-0.009,0.143,50.0,18.08,9.47,-36.36,72.4,3.12,60.75,3.1,1004.03,60.842,35.772625,-78.67855,223.06,NaN,,9.97,48.935486,349.2,13 / 21,75511,2018-03-09 17:32:20:895
-8.796,-0.0766,5.1278,-8.5762,-0.3782,4.7409,0.0928,0.3797,0.1888,-0.1986,0.0234,0.1076,3.0,19.53,10.77,-31.96,62.12,2.33,60.91,3.1,1004.03,57.85,35.772625,-78.67855,223.06,NaN,,9.97,48.935486,349.2,13 / 21,76012,2018-03-09 17:32:21:396
-8.8534,0.0335,5.4772,-8.584,-0.2382,4.7359,0.002,0.4626,0.6039,-0.0997,0.043,0.0471,3.0,25.25,12.96,-28.25,45.6,1.44,60.99,3.1,1004.04,58.511,35.77264,-78.67857,220.83,NaN,,7.78,48.935486,331.5,13 / 21,76512,2018-03-09 17:32:21:896
-8.6501,0.0024,5.147,-8.6122,-0.1174,4.689,0.0539,0.2291,0.2812,-0.0748,0.034,0.0683,4.0,15.86,9.96,-43.35,72.53,0.89,61.32,3.1,1004.02,61.175,35.77264,-78.67857,220.83,NaN,,7.78,48.935486,331.5,13 / 21,77011,2018-03-09 17:32:22:395
-8.6955,-0.3852,5.3982,-8.6152,-0.1042,4.6838,0.2547,-0.2663,0.4861,-0.1154,-0.0165,0.0596,5.0,16.29,9.88,-38.66,73.41,0.53,61.67,3.1,1004.04,62.255,35.77265,-78.6786,218.69,NaN,,9.32,48.935486,318.3,13 / 21,77514,2018-03-09 17:32:22:898
-8.4778,-1.2371,5.415,-8.5191,-0.3694,4.8435,0.2752,-0.7879,0.485,-0.2658,0.0057,0.1479,7.0,14.82,10.43,-36.39,69.71,2.16,60.38,3.1,1004.05,60.518,35.77265,-78.6786,218.69,NaN,,9.32,48.935486,318.3,13 / 21,78012,2018-03-09 17:32:23:396
-8.4443,-1.7228,5.8313,-8.4772,-0.6479,4.8876,0.3319,-1.0711,0.7517,-0.3736,0.0041,0.1738,64.0,11.51,9.76,-39.09,73.52,3.39,59.99,3.1,1004.04,60.782,35.772663,-78.678635,215.1,NaN,,8.96,48.935486,300.0,13 / 21,78511,2018-03-09 17:32:23:895
-8.4945,-1.2634,5.324,-8.517,-0.6799,4.8135,0.2996,-0.754,0.5746,-0.4485,0.0161,0.2481,30.0,21.56,10.41,-28.12,60.42,3.98,60.53,3.1,1004.04,62.268,35.772663,-78.678635,215.1,NaN,,8.96,48.935486,300.0,13 / 21,79011,2018-03-09 17:32:24:395
-8.9204,-1.1988,5.3551,-8.5841,-0.7714,4.6784,-0.0546,-0.4033,0.515,-0.4731,0.0075,0.265,39.0,23.11,10.15,-25.33,55.11,4.35,61.14,3.1,1004.04,62.221,35.772663,-78.67867,214.27,NaN,,8.93,48.935486,282.8,13 / 21,79511,2018-03-09 17:32:24:895
-8.7769,-0.8997,5.0345,-8.644,-0.7246,4.5746,0.1943,-0.2968,0.4794,-0.4141,-0.0204,0.3481,36.0,29.35,10.79,-19.19,20.98,4.24,62.11,3.1,1004.03,63.877,35.772663,-78.67867,214.27,NaN,,8.93,48.935486,282.8,13 / 21,80011,2018-03-09 17:32:25:395
