ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-9.1502,0.3039,4.7115,-9.0138,1.0503,3.7174,0.2935,-0.5672,0.7777,0.1421,-0.0073,-0.0681,381.0,25.05,4.74,-25.85,59.6,-6.15,67.59,3.1,1001.77,46.175,35.784344,-78.68815,304.32,NaN,,9.54,14.680644,261.1,13 / 17,612511,2018-03-09 17:41:17:895
-9.0329,0.2106,4.8,-8.9746,0.9358,3.8408,0.3184,-0.8146,0.8092,0.0751,0.0206,-0.0309,352.0,25.88,9.55,-27.63,49.27,-5.59,66.83,3.1,1001.77,44.963,35.784344,-78.68815,304.32,NaN,,9.54,14.680644,261.1,13 / 17,613012,2018-03-09 17:41:18:396
-9.1143,0.1388,4.7856,-8.8984,0.811,4.0412,0.2502,-0.634,0.7281,0.0218,-0.0089,-0.0074,345.0,29.83,9.2,-23.79,43.15,-5.24,66.53,3.1,1001.78,61.653,35.784348,-78.68817,302.12,NaN,,5.29,14.680644,261.5,13 / 17,613511,2018-03-09 17:41:18:895
-9.7675,0.3326,3.1514,-8.9285,0.689,3.9971,-0.5003,-0.3655,-0.9365,-0.0041,0.0053,-0.0052,344.0,30.31,8.02,-22.17,35.95,-4.11,65.66,3.1,1001.75,63.72,35.784348,-78.68817,302.12,NaN,,5.29,14.680644,261.5,13 / 17,614012,2018-03-09 17:41:19:396
-9.5952,0.4116,3.5964,-8.9633,0.6512,3.925,-0.1991,-0.2794,-0.4949,-4.0E-4,-0.001,3.0E-4,343.0,26.91,4.08,-25.64,60.26,-3.94,66.1,3.1,1001.74,62.673,35.784348,-78.68817,302.12,NaN,,5.29,14.680644,261.5,14 / 17,614513,2018-03-09 17:41:19:897
-9.4899,0.4642,3.5318,-9.1332,0.4878,3.538,-0.0767,-0.0709,-0.1492,4.0E-4,-0.001,1.0E-4,358.0,23.77,6.7,-28.7,63.98,-3.11,68.16,3.1,1001.75,59.527,35.784348,-78.68817,302.12,NaN,,5.29,14.680644,261.5,14 / 17,615012,2018-03-09 17:41:20:396
-9.5258,0.4092,3.4863,-9.1758,0.4384,3.4326,-0.0169,-0.0251,-0.0924,0.0,2.0E-4,-1.0E-4,376.0,24.73,7.08,-28.81,65.22,-2.56,69.49,3.1,1001.74,62.677,35.784344,-78.68817,301.81,NaN,,0.0,14.680644,,14 / 17,615512,2018-03-09 17:41:20:896
-9.4875,0.4116,3.4768,-9.1939,0.4169,3.3866,-0.0105,-4.0E-4,-0.0522,4.0E-4,4.0E-4,5.0E-4,366.0,29.98,10.23,-24.27,46.32,-2.47,69.71,3.1,1001.75,64.287,35.784344,-78.68817,301.81,NaN,,0.0,14.680644,,14 / 17,616011,2018-03-09 17:41:21:395
-9.7125,0.5456,2.7924,-9.2307,0.4434,3.2814,-0.1946,0.0962,-0.5644,0.0118,0.001,0.0029,360.0,29.87,9.43,-24.58,51.75,-2.59,70.43,3.1,1001.75,42.008,35.784344,-78.68817,301.81,NaN,,0.0,14.680644,,14 / 17,616512,2018-03-09 17:41:21:896
-9.612,0.4953,3.0963,-9.317,0.4915,3.0203,-0.0685,0.0175,-0.1348,0.0226,-0.0061,-0.0125,352.0,26.61,6.74,-27.45,63.22,-2.84,71.77,3.1,1001.74,44.635,35.784344,-78.68817,301.81,NaN,,0.0,14.680644,,14 / 17,617012,2018-03-09 17:41:22:396
-9.8895,0.414,2.2875,-9.3463,0.4389,2.9368,-0.2676,-0.0579,-0.8159,0.0263,0.0074,-0.0176,345.0,25.43,5.83,-29.16,69.73,-2.56,72.56,3.1,1001.73,46.271,35.784344,-78.68817,301.81,NaN,,0.0,14.680644,,14 / 17,617512,2018-03-09 17:41:22:896
-10.1958,0.1196,1.9573,-9.505,0.3257,2.3914,-0.238,-0.2221,-0.6401,-0.002,-0.003,1.0E-4,324.0,23.14,5.81,-29.93,69.05,-2.22,74.91,3.1,1001.73,50.997,35.784344,-78.68817,301.81,NaN,,0.0,14.680644,,14 / 17,618012,2018-03-09 17:41:23:396
-10.0786,-0.5168,2.0387,-9.577,0.1313,2.1059,-0.0922,-0.643,-0.1736,-0.1203,-0.0032,0.0111,308.0,24.81,10.52,-30.24,64.92,-1.1,77.56,3.1,1001.72,48.37,35.784348,-78.68818,299.49,NaN,,3.17,14.680644,273.0,14 / 17,618512,2018-03-09 17:41:23:896
-10.1432,-0.8423,2.2134,-9.5793,0.0711,2.0982,-0.1502,-0.8924,0.0339,-0.2543,0.0012,0.0504,309.0,27.49,9.35,-25.8,64.57,-0.58,77.63,3.1,1001.73,51.831,35.784348,-78.68818,299.49,NaN,,3.17,14.680644,273.0,14 / 17,619011,2018-03-09 17:41:24:395
-9.9159,-1.9573,2.8905,-9.5753,-0.2633,2.101,0.0347,-1.6392,0.6348,-0.4309,0.0263,0.1259,325.0,28.08,10.25,-22.22,58.0,0.45,77.84,3.1,1001.72,55.802,35.784344,-78.68821,298.92,NaN,,8.68,14.680644,263.3,14 / 17,619512,2018-03-09 17:41:24:896
-9.344,-1.3304,2.7996,-9.5756,-0.2005,2.1066,0.5433,-1.3735,0.4806,-0.4582,-0.0226,0.1805,292.0,26.96,7.62,-18.5,58.58,1.43,77.74,3.1,1001.72,57.844,35.784344,-78.68821,298.92,NaN,,8.68,14.680644,263.3,14 / 17,620012,2018-03-09 17:41:25:396
-9.1693,-2.3928,2.747,-9.5685,-0.3152,2.1248,0.4809,-1.5184,0.8019,-0.46,0.0552,0.1756,287.0,27.41,6.17,-15.66,62.71,1.84,77.48,3.1,1001.74,57.87,35.784325,-78.68824,298.84,NaN,,13.72,14.680644,239.6,14 / 17,620512,2018-03-09 17:41:25:896
-9.2531,-0.5408,2.144,-9.597,-0.0174,2.0167,0.1638,-0.7843,0.2334,-0.3757,0.0293,0.2035,307.0,28.57,3.25,-13.82,49.18,0.69,78.01,3.1,1001.73,63.049,35.784325,-78.68824,298.84,NaN,,13.72,14.680644,239.6,14 / 17,621012,2018-03-09 17:41:26:396
-9.947,-1.1222,2.8594,-9.5982,0.0713,2.0101,-0.1186,-1.3663,0.358,-0.3097,-0.0144,0.1039,299.0,30.19,1.74,-11.62,68.26,-0.42,78.17,3.1,1001.73,59.78,35.78429,-78.68827,295.02,NaN,,17.24,14.680644,211.9,14 / 17,621513,2018-03-09 17:41:26:897
-9.9565,-1.048,2.4383,-9.5754,-0.1916,2.1084,0.1212,-0.7608,0.0729,-0.2672,0.0183,0.0807,308.0,34.77,-1.32,-6.64,203.59,1.12,77.5,3.1,1001.73,62.788,35.78429,-78.68827,295.02,NaN,,17.24,14.680644,211.9,14 / 17,622012,2018-03-09 17:41:27:396
-9.8847,0.926,3.0748,-9.5583,-0.1382,2.1888,0.448,0.3569,0.4329,-0.1065,-0.0195,0.0817,311.0,34.47,-3.82,-6.04,199.38,1.16,77.25,3.1,1001.72,61.964,35.784237,-78.688286,294.63,NaN,,21.02,14.680644,196.3,14 / 17,622511,2018-03-09 17:41:27:895
-10.0618,0.146,3.0197,-9.5148,-0.1011,2.3726,0.0454,0.2584,0.4149,-0.0411,-0.0114,0.0046,303.0,33.49,-5.58,-7.63,181.08,0.58,76.17,3.1,1001.76,61.792,35.784237,-78.688286,294.63,NaN,,21.02,14.680644,196.3,14 / 17,623012,2018-03-09 17:41:28:396
-9.9781,-0.1292,3.2064,-9.4972,-0.141,2.4402,0.0143,-0.1854,0.4471,-0.0497,-0.0324,0.0141,314.0,30.93,-5.57,-10.59,155.57,0.82,75.59,3.1,1001.76,59.444,35.784172,-78.68829,294.92,NaN,,24.59,14.680644,186.3,14 / 17,623511,2018-03-09 17:41:28:895
-8.662,-0.1579,2.7996,-9.4517,-0.1599,2.6097,0.2922,0.0907,0.449,-0.0521,-0.026,0.0339,321.0,33.31,-2.61,-9.48,178.08,1.06,74.95,3.1,1001.76,59.283,35.784172,-78.68829,294.92,NaN,,24.59,14.680644,186.3,14 / 17,624011,2018-03-09 17:41:29:395
-9.3607,-0.5551,3.6467,-9.4178,-0.2351,2.7241,0.4568,-0.3792,0.7075,-0.0816,-0.0197,-0.0062,304.0,32.72,-4.27,-9.56,198.79,1.19,74.12,3.1,1001.78,59.143,35.784103,-78.6883,293.81,NaN,,27.4,14.680644,184.1,14 / 17,624514,2018-03-09 17:41:29:898
-9.3296,-0.268,3.6419,-9.3695,-0.2153,2.8874,0.2189,-0.2099,0.8272,-0.0605,0.0025,0.0473,246.0,34.56,-4.62,-8.78,207.05,1.39,73.06,3.1,1001.82,60.317,35.784103,-78.6883,293.81,NaN,,27.4,14.680644,184.1,14 / 17,625012,2018-03-09 17:41:30:396
-8.8869,0.1364,3.3141,-9.2698,-0.013,3.2,0.1473,0.1617,0.5566,-0.0187,-0.0238,0.0324,243.0,36.71,-8.65,-8.88,201.51,0.08,70.95,3.1,1001.84,64.16,35.784027,-78.68829,292.43,NaN,,29.41,14.680644,180.3,14 / 17,625512,2018-03-09 17:41:30:896
-9.143,-0.2417,3.7137,-9.2406,0.1098,3.2816,0.3505,0.3267,0.1744,0.0191,0.0234,0.0322,260.0,35.52,-9.97,-10.03,167.78,-0.5,70.37,3.1,1001.87,64.951,35.784027,-78.68829,292.43,NaN,,29.41,14.680644,180.3,14 / 17,626012,2018-03-09 17:41:31:396
-8.1499,0.4044,3.7113,-9.1653,0.2706,3.4777,0.7873,0.1204,0.5328,0.0277,-0.0346,0.0351,288.0,31.78,-10.21,-10.04,191.21,-1.36,69.53,3.1,1001.89,64.946,35.78395,-78.688286,291.22,NaN,,30.1,14.680644,177.0,14 / 17,626511,2018-03-09 17:41:31:895
-9.265,1.3735,5.0034,-9.1177,0.3756,3.5911,-0.06,0.9439,1.2414,0.0588,-0.0022,-0.0319,271.0,33.31,-7.08,-10.07,234.41,-2.08,68.6,3.1,1001.97,66.828,35.78395,-78.688286,291.22,NaN,,30.1,14.680644,177.0,14 / 17,627012,2018-03-09 17:41:32:396
-9.3272,1.4477,5.0943,-9.0249,0.4667,3.8084,0.254,1.0245,0.9744,0.0977,-0.0191,-0.0683,248.0,35.95,-4.74,-6.54,245.38,-2.58,67.41,3.1,1002.04,63.052,35.78388,-78.688286,290.19,NaN,,30.38,14.680644,177.2,14 / 17,627512,2018-03-09 17:41:32:896
-9.5641,2.0052,5.3025,-8.9586,0.6045,3.9431,-0.274,1.1459,1.1887,0.1193,-0.012,-0.0311,212.0,39.07,-6.91,-1.55,250.63,-3.37,66.43,3.1,1002.08,66.359,35.78388,-78.688286,290.19,NaN,,30.38,14.680644,177.2,14 / 17,628012,2018-03-09 17:41:33:396
-8.1859,0.2847,4.3286,-8.9351,0.5209,4.008,-0.0266,-0.295,0.9055,0.0607,-0.0297,-0.0482,189.0,36.45,-6.58,-5.07,243.21,-3.04,65.84,3.1,1002.12,62.986,35.78381,-78.688286,288.63,NaN,,27.72,14.680644,181.8,13 / 17,628512,2018-03-09 17:41:33:896
-9.454,-0.67,5.2044,-8.9018,0.2709,4.1055,0.0782,-0.5863,0.6797,-0.048,0.0179,-0.018,195.0,32.88,-6.34,-9.43,228.91,-1.88,65.31,3.1,1002.19,65.807,35.78381,-78.688286,288.63,NaN,,27.72,14.680644,181.8,13 / 17,629012,2018-03-09 17:41:34:396
-9.0664,-1.2682,5.013,-8.88,-0.0168,4.1612,-0.083,-1.2907,0.625,-0.1448,0.0128,0.0133,203.0,32.79,-4.24,-10.29,230.64,0.1,64.89,3.1,1002.21,64.401,35.78376,-78.68829,288.48,NaN,,19.84,14.680644,184.0,13 / 17,629512,2018-03-09 17:41:34:896
-9.6311,-2.6848,4.0175,-8.8674,-0.4484,4.1639,-0.2029,-2.0969,-0.0029,-0.2759,-0.0187,0.0927,199.0,36.98,-3.29,-5.1,249.13,2.01,64.94,3.1,1002.25,64.196,35.78376,-78.68829,288.48,NaN,,19.84,14.680644,184.0,13 / 17,630011,2018-03-09 17:41:35:395
-9.4229,-3.4433,3.9793,-8.8934,-0.8875,4.0361,0.0438,-2.286,-0.2154,-0.4459,-0.0065,0.1359,200.0,36.51,-8.14,-5.99,223.29,3.69,65.17,3.1,1002.25,65.156,35.783707,-78.688286,287.29,NaN,,20.3,14.680644,177.9,13 / 17,630512,2018-03-09 17:41:35:896
-9.3918,-4.6397,4.3765,-8.9047,-1.5252,3.8146,0.0259,-3.0221,0.024,-0.5799,0.0051,0.1544,201.0,36.4,-13.93,-8.39,197.32,7.87,66.27,3.1,1002.28,66.597,35.783707,-78.688286,287.29,NaN,,20.3,14.680644,177.9,13 / 17,631012,2018-03-09 17:41:36:396
-9.2363,-4.9962,4.0128,-9.0293,-2.1886,3.1389,-0.0336,-2.6464,0.607,-0.6101,-0.0034,0.222,316.0,35.7,-17.45,-13.04,180.26,12.28,69.98,3.1,1002.29,67.62,35.78366,-78.68827,285.21,NaN,,19.37,14.680644,160.6,13 / 17,631512,2018-03-09 17:41:36:896
-9.4612,-4.8239,3.862,-9.1567,-2.3674,2.5922,-0.0775,-1.8593,1.148,-0.5461,0.021,0.2544,388.0,32.1,-20.98,-17.85,164.46,14.18,73.39,3.1,1002.34,67.698,35.78366,-78.68827,285.21,NaN,,19.37,14.680644,160.6,13 / 17,632011,2018-03-09 17:41:37:395
-10.2724,-2.6321,2.8331,-9.3585,-2.0745,2.0701,-0.009,-0.3512,0.5483,-0.3533,0.0157,0.1613,338.0,31.94,-22.79,-20.59,164.8,12.78,76.13,3.1,1002.36,62.385,35.78363,-78.68824,285.2,NaN,,16.13,14.680644,141.2,13 / 17,632512,2018-03-09 17:41:37:896
-10.3681,-0.5838,2.3641,-9.5103,-1.5695,1.806,0.1349,0.6382,0.2241,-0.1224,0.0059,0.1184,372.0,29.5,-25.33,-23.43,156.11,9.84,79.08,3.1,1002.35,63.725,35.78363,-78.68824,285.2,NaN,,16.13,14.680644,141.2,13 / 17,633012,2018-03-09 17:41:38:396
-9.9518,-0.4283,1.9645,-9.5614,-1.2659,1.7742,0.0103,1.0472,0.4295,-0.0566,-0.0057,0.0274,343.0,31.66,-27.0,-21.57,153.27,7.42,79.49,3.1,1002.35,63.232,35.7836,-78.68819,282.07,NaN,,17.93,19.574192,128.9,13 / 17,633512,2018-03-09 17:41:38:896
-10.392,-1.6845,2.4239,-9.5922,-1.0983,1.7184,-0.0753,-0.316,0.3766,-0.0161,-0.014,0.0076,299.0,29.88,-29.5,-22.63,152.62,6.67,80.01,3.1,1002.34,64.086,35.7836,-78.68819,282.07,NaN,,17.93,19.574192,128.9,13 / 17,634011,2018-03-09 17:41:39:395
-11.1458,-0.5097,3.0939,-9.6281,-0.7367,1.7108,-0.124,1.1642,0.8891,0.0311,-0.0279,0.0764,287.0,28.67,-29.24,-24.15,149.59,5.12,80.11,3.1,1002.33,63.633,35.7836,-78.68812,279.56,NaN,,18.32,19.574192,109.7,13 / 17,634511,2018-03-09 17:41:39:895
-10.6648,1.5649,3.9649,-9.6104,-0.4635,1.8964,-0.3968,1.4546,1.2687,0.0287,0.0149,-0.0543,275.0,27.41,-27.92,-25.12,146.47,3.13,79.48,3.1,1002.33,67.363,35.7836,-78.68812,279.56,NaN,,18.32,19.574192,109.7,13 / 17,635011,2018-03-09 17:41:40:395
-9.99,0.2082,2.5508,-9.6023,-0.4988,1.9283,0.169,0.1885,1.0596,0.0016,-0.0324,-0.0376,250.0,27.22,-26.45,-24.07,146.53,2.92,78.65,3.1,1002.32,65.309,35.783592,-78.68795,277.1,NaN,,33.16,14.680644,91.5,12 / 17,635512,2018-03-09 17:41:40:896
-9.7484,0.1699,2.9575,-9.5952,-0.3992,1.986,0.3768,0.4451,0.827,0.0081,0.0194,0.0164,256.0,30.98,-25.99,-21.33,152.42,2.46,78.4,3.1,1002.3,68.477,35.783592,-78.68795,277.1,NaN,,33.16,14.680644,91.5,12 / 17,636012,2018-03-09 17:41:41:396
-9.9757,0.0909,3.2016,-9.5792,-0.3698,2.0671,0.0317,0.6063,1.0304,-0.0171,0.0069,-0.0132,281.0,32.04,-27.24,-18.73,157.22,2.22,77.96,3.1,1002.28,65.684,35.783592,-78.68786,277.78,NaN,,34.02,14.680644,93.4,12 / 17,636512,2018-03-09 17:41:41:896
-9.4229,0.4929,2.5986,-9.5834,-0.3,2.0589,-0.2554,0.3308,0.8039,-0.0016,0.0092,0.0245,281.0,29.79,-28.98,-21.74,153.16,1.98,77.96,3.1,1002.27,66.766,35.783592,-78.68786,277.78,NaN,,34.02,14.680644,93.4,12 / 17,637012,2018-03-09 17:41:42:396
-9.1525,0.1412,2.0435,-9.608,-0.3204,1.9374,0.8054,0.4067,0.2591,-0.0098,-0.0014,-0.0284,271.0,29.8,-28.74,-20.43,155.55,1.87,78.6,3.1,1002.23,68.981,35.78359,-78.68775,277.79,NaN,,33.95,14.680644,93.0,12 / 17,637511,2018-03-09 17:41:42:895
-9.1549,0.9763,2.5268,-9.6082,-0.3586,1.9299,-0.0593,0.6925,0.5397,0.0383,0.0831,-0.0134,268.0,26.87,-28.24,-22.89,148.37,2.2,78.15,3.1,1002.23,70.717,35.78359,-78.68775,277.79,NaN,,33.95,14.680644,93.0,12 / 17,638013,2018-03-09 17:41:43:397
-9.9996,0.0814,2.5579,-9.6314,-0.2962,1.8219,0.1624,0.624,0.5572,0.0625,0.0405,-0.0406,270.0,30.73,-24.09,-18.81,158.56,1.72,79.05,3.1,1002.15,69.875,35.783592,-78.687645,277.57,NaN,,33.59,14.680644,92.8,13 / 17,638512,2018-03-09 17:41:43:896
-9.4804,-0.2082,1.9382,-9.6316,-0.4042,1.7996,-0.1124,-0.3859,0.6602,0.0083,0.0654,-0.017,242.0,32.48,-23.96,-16.9,162.91,2.1,79.25,3.1,1002.1,62.867,35.783592,-78.687645,277.57,NaN,,33.59,14.680644,92.8,13 / 17,639012,2018-03-09 17:41:44:396
-9.6311,-0.938,2.1033,-9.6586,-0.4684,1.6318,0.3587,-0.2798,0.3188,-0.0352,0.0381,0.0196,217.0,32.71,-25.04,-14.32,162.84,2.75,80.28,3.1,1002.05,62.605,35.78358,-78.687546,277.44,NaN,,32.83,14.680644,96.5,13 / 17,639515,2018-03-09 17:41:44:899
-10.3777,-0.6437,2.6776,-9.646,-0.4366,1.7129,-0.1575,-0.1412,0.8472,-0.0413,0.0167,0.0292,217.0,29.17,-26.73,-18.84,154.3,2.73,80.06,3.1,1001.96,64.062,35.78358,-78.687546,277.44,NaN,,32.83,14.680644,96.5,13 / 17,640011,2018-03-09 17:41:45:395
-9.8225,-0.5791,3.3763,-9.6397,-0.3659,1.7644,0.446,0.3163,1.1946,-0.0165,-0.0132,-0.0235,185.0,29.44,-27.65,-18.95,155.22,2.14,79.63,3.1,1001.9,65.7,35.783577,-78.68744,276.87,NaN,,31.39,14.680644,94.7,13 / 17,640512,2018-03-09 17:41:45:896
-9.4708,-0.2513,3.2112,-9.5881,-0.4148,2.0168,0.8121,0.1878,1.3285,-0.0029,-0.0197,-0.0227,162.0,31.18,-23.8,-15.73,159.41,2.35,78.54,3.1,1001.82,66.39,35.783577,-78.68744,276.87,NaN,,31.39,14.680644,94.7,13 / 17,641012,2018-03-09 17:41:46:396
-8.6118,-0.134,4.9101,-9.4908,-0.4589,2.4258,1.0113,0.4184,2.2544,8.0E-4,-0.0399,-0.0614,187.0,37.73,-25.03,-9.65,179.4,2.68,75.66,3.1,1001.77,66.399,35.78357,-78.687355,276.56,NaN,,28.33,14.680644,93.9,13 / 17,641512,2018-03-09 17:41:46:896
-8.985,0.0431,5.5035,-9.2861,-0.6472,3.0853,0.6098,0.4175,2.4506,0.0191,-0.0641,-0.0578,247.0,36.59,-24.1,-12.93,180.58,3.54,72.54,3.1,1001.76,64.828,35.78357,-78.687355,276.56,NaN,,28.33,14.680644,93.9,13 / 17,642013,2018-03-09 17:41:47:397
-8.9707,-0.5432,4.7162,-9.1314,-0.7612,3.4939,0.5858,0.1327,1.1938,0.0356,-0.0311,-0.0136,290.0,36.95,-26.96,-11.55,183.85,4.45,69.06,3.1,1001.75,66.216,35.783566,-78.68728,283.37,NaN,,24.16,14.680644,95.8,13 / 17,642512,2018-03-09 17:41:47:896
-9.0736,-0.4451,4.4674,-9.0489,-0.7998,3.6944,0.306,-0.0335,0.6792,0.0387,-0.0081,0.02,310.0,30.42,-25.91,-19.09,167.2,4.7,68.26,3.1,1001.71,67.032,35.783566,-78.68728,283.37,NaN,,24.16,14.680644,95.8,13 / 17,643012,2018-03-09 17:41:48:396
-9.4493,-0.7944,2.9599,-9.0304,-0.893,3.7183,-0.3415,-0.282,-0.8662,0.0281,-0.0057,0.0125,319.0,30.71,-23.76,-19.64,170.54,5.22,67.48,3.1,1001.68,65.316,35.783558,-78.68724,285.76,NaN,,16.49,14.680644,99.9,13 / 17,643513,2018-03-09 17:41:48:897
-9.679,-0.737,2.8522,-9.0657,-0.7177,3.6699,-0.2863,-0.0639,-1.0843,0.0599,-0.0148,-0.0115,300.0,35.37,-25.22,-15.39,178.56,4.38,67.85,3.1,1001.67,65.795,35.783558,-78.68724,285.76,NaN,,16.49,14.680644,99.9,13 / 17,644012,2018-03-09 17:41:49:396
-9.8871,-0.4738,1.7252,-9.1065,-0.5804,3.5925,-0.6509,0.1205,-1.7674,0.0918,-0.0303,-0.005,316.0,35.77,-24.64,-14.53,178.44,3.39,68.47,3.1,1001.65,65.97,35.783558,-78.68724,285.76,NaN,,16.49,14.680644,99.9,13 / 17,644511,2018-03-09 17:41:49:895
-9.8249,-0.1125,1.3998,-9.1398,-0.3397,3.5383,-0.4495,0.2967,-1.9398,0.2036,-0.0254,-0.0465,2103.0,30.51,-25.34,-17.88,168.23,2.26,68.68,3.1,1001.62,65.331,35.783558,-78.68724,285.76,NaN,,16.49,14.680644,99.9,13 / 17,645012,2018-03-09 17:41:50:396
-9.8417,1.1031,2.2325,-9.2425,0.1787,3.2734,-0.3984,0.9042,-1.1398,0.3071,0.0198,-0.1003,304.0,34.28,-26.4,-14.83,173.72,-1.04,70.5,3.1,1001.61,67.96,35.78355,-78.687225,288.94,NaN,,6.62,14.680644,106.8,13 / 17,645511,2018-03-09 17:41:50:895
-10.8108,1.7013,2.5244,-9.3685,0.3836,2.8732,-0.6776,1.1905,-0.6705,0.452,0.0063,-0.1528,304.0,29.32,-21.74,-16.22,162.55,-1.97,72.53,3.1,1001.62,66.097,35.78355,-78.687225,288.94,NaN,,6.62,14.680644,106.8,13 / 17,646012,2018-03-09 17:41:51:396
-9.6503,0.9763,2.1535,-9.4015,0.4361,2.7552,0.0204,0.1732,-0.6435,0.493,-0.0096,-0.1496,328.0,32.69,-17.52,-12.51,169.05,-2.71,73.61,3.1,1001.59,67.057,35.783527,-78.6872,289.89,NaN,,10.66,14.680644,128.6,13 / 17,646512,2018-03-09 17:41:51:896
-9.4828,2.3641,1.3256,-9.5167,0.6515,2.2757,0.3916,1.4573,-1.1271,0.4913,-0.0014,-0.174,309.0,37.7,-15.3,-3.63,203.4,-3.54,75.76,3.1,1001.6,68.07,35.783527,-78.6872,289.89,NaN,,10.66,14.680644,128.6,13 / 17,647011,2018-03-09 17:41:52:395
-9.3512,1.4261,1.919,-9.55,0.5877,2.1501,0.2955,0.7948,-0.046,0.4254,-0.0108,-0.138,211.0,35.21,-9.21,-4.4,210.08,-3.53,77.03,3.1,1001.56,67.978,35.783493,-78.687164,289.03,NaN,,14.83,14.680644,144.9,13 / 17,647511,2018-03-09 17:41:52:895
-10.1719,-0.9021,2.0243,-9.5861,0.4159,2.0258,-0.3522,-0.4727,0.2871,0.1586,0.0503,-0.0522,210.0,32.22,-6.29,-7.12,177.78,-2.58,77.97,3.1,1001.56,65.612,35.783493,-78.687164,289.03,NaN,,14.83,14.680644,144.9,13 / 17,648012,2018-03-09 17:41:53:396
-10.3944,-0.7633,2.4335,-9.6137,0.3547,1.9028,-0.3283,-0.6435,-0.2048,0.0401,-0.0171,-0.0592,221.0,31.91,-4.24,-6.5,166.92,-2.07,78.8,3.1,1001.56,64.953,35.78346,-78.68713,289.62,NaN,,15.8,14.680644,151.6,12 / 17,648512,2018-03-09 17:41:53:896
-10.4136,-0.5001,1.6128,-9.6202,0.243,1.8878,-0.2103,-0.7374,-0.2589,0.0146,-0.0081,-0.0197,224.0,31.02,-1.54,-8.68,110.25,-1.69,78.87,3.1,1001.55,66.042,35.78346,-78.68713,289.62,NaN,,15.8,14.680644,151.6,12 / 17,649013,2018-03-09 17:41:54:397
-9.9828,-0.6293,2.1966,-9.6319,0.1516,1.8367,-0.3644,-0.728,-0.2455,-4.0E-4,0.0173,-0.0079,225.0,34.85,0.39,-5.09,288.37,-0.89,79.2,3.1,1001.54,67.415,35.783417,-78.68714,287.64,NaN,,17.39,14.680644,164.6,11 / 17,649512,2018-03-09 17:41:54:896
-10.0858,-0.1268,2.3234,-9.6226,0.0789,1.8896,-0.0899,-0.3111,0.5371,0.0083,0.0181,0.0308,224.0,34.96,-3.35,-3.78,225.08,-0.42,79.0,3.1,1001.52,66.152,35.783417,-78.68714,287.64,NaN,,17.39,14.680644,164.6,11 / 17,650011,2018-03-09 17:41:55:395
-9.32,-0.3302,1.3998,-9.6271,0.0325,1.8676,-0.1039,-0.3353,0.0556,-0.0027,-0.0063,-0.0011,295.0,33.29,-3.7,-4.43,211.1,-0.23,79.06,3.1,1001.55,66.116,35.78332,-78.68715,293.25,NaN,,28.58,14.680644,180.2,11 / 17,650512,2018-03-09 17:41:55:896
-10.2604,-0.6197,1.3232,-9.6406,-0.0285,1.797,0.0206,-0.2439,-0.2769,-0.0246,0.0047,0.0062,263.0,31.47,-2.42,-7.98,134.23,0.05,79.26,3.1,1001.49,67.618,35.78332,-78.68715,293.25,NaN,,28.58,14.680644,180.2,11 / 17,651011,2018-03-09 17:41:56:395
-10.1791,-0.1101,1.7611,-9.6595,-0.1001,1.6897,-0.2883,-0.5392,-0.1338,0.0014,0.0206,0.0145,309.0,30.42,-3.48,-6.98,152.49,0.58,80.08,3.1,1001.46,66.732,35.78325,-78.68718,294.79,NaN,,32.69,14.680644,181.4,12 / 17,651512,2018-03-09 17:41:56:896
-10.3466,0.0407,1.8114,-9.6757,-0.1015,1.5941,-0.2984,-0.2879,-0.2635,0.0039,0.0228,0.0123,314.0,35.23,-2.22,-3.67,219.53,0.72,80.2,3.1,1001.45,69.772,35.78325,-78.68718,294.79,NaN,,32.69,14.680644,181.4,12 / 17,652012,2018-03-09 17:41:57:396
-10.0331,-0.2345,1.6463,-9.6818,-0.0769,1.5577,0.3353,-0.083,-0.1987,0.011,0.0141,0.0056,302.0,33.22,-2.09,-3.98,209.76,0.45,80.86,3.1,1001.42,65.079,35.783154,-78.687164,294.69,NaN,,37.55,14.680644,180.1,12 / 17,652512,2018-03-09 17:41:57:896
